0 , 1,2
0 , 1,2
0 , 1,2
0 , 2,2
0 , 1,2
0 , 2,2
0 , 2,2
0 , 7,20
0 , 9,20
0 , 7,20
0 , 6,20
0 , 15,20
0 , 7,20
0 , 13,20
0 , 13,20
0 , 7,20
0 , 12,20
0 , 10,20
0 , 7,20
0 , 10,20
